Commission,Category,Geography,Date,Evaluation,Resignations,CumeResignations,Population
No,Human Resou,South America,02/28/13,C,1,2,9
No,Human Resou,South America,03/31/13,C,1,3,9
No,Human Resou,South America,04/30/13,C,1,4,7
No,Human Resou,South America,05/31/13,C,1,5,7
No,Human Resou,South America,06/30/13,C,2,7,7
No,Human Resou,South America,07/31/13,C,2,9,7
No,Human Resou,South America,08/31/13,C,1,10,7
No,Human Resou,South America,09/30/13,C,1,11,7
No,Human Resou,South America,10/31/13,C,1,12,7
No,Human Resou,South America,11/30/13,C,1,13,7
No,Human Resou,South America,12/31/13,C,1,14,7
No,Human Resou,Asia,01/31/10,C,13,13,124
No,Human Resou,Asia,02/28/10,C,32,45,283
No,Human Resou,Asia,03/31/10,C,40,85,322
No,Human Resou,Asia,04/30/10,C,56,141,329
No,Human Resou,Asia,05/31/10,C,53,194,331
No,Human Resou,Asia,06/30/10,C,67,261,340
No,Human Resou,Asia,07/31/10,C,71,332,324
No,Human Resou,Asia,08/31/10,C,68,400,398
No,Human Resou,Asia,09/30/10,C,68,468,396
No,Human Resou,Asia,10/31/10,C,56,524,380
No,Human Resou,Asia,11/30/10,C,49,573,359
No,Human Resou,Asia,12/31/10,C,33,606,334
No,Human Resou,Asia,01/31/11,C,15,15,161
No,Human Resou,Asia,02/28/11,C,14,29,129
No,Human Resou,Asia,03/31/11,C,15,44,129
No,Human Resou,Asia,04/30/11,C,22,66,136
No,Human Resou,Asia,05/31/11,C,20,86,133
No,Human Resou,Asia,06/30/11,C,25,111,133
No,Human Resou,Asia,07/31/11,C,29,140,140
No,Human Resou,Asia,08/31/11,C,25,165,150
No,Human Resou,Asia,09/30/11,C,25,190,150
No,Human Resou,Asia,10/31/11,C,21,211,147
No,Human Resou,Asia,11/30/11,C,19,230,147
No,Human Resou,Asia,12/31/11,C,14,244,147
No,Human Resou,Asia,01/31/12,C,20,20,147
No,Human Resou,Asia,02/28/12,C,24,44,154
No,Human Resou,Asia,03/31/12,C,23,67,136
No,Human Resou,Asia,04/30/12,C,7,74,28
No,Human Resou,Asia,05/31/12,C,6,80,28
No,Human Resou,Asia,06/30/12,C,8,88,28
No,Human Resou,Asia,07/31/12,C,21,109,69
No,Human Resou,Asia,08/31/12,C,14,123,60
No,Human Resou,Asia,09/30/12,C,13,136,55
No,Human Resou,Asia,10/31/12,C,11,147,55
No,Human Resou,Asia,11/30/12,C,11,158,55
No,Human Resou,Asia,12/31/12,C,8,166,55
No,Human Resou,Asia,01/31/13,C,3,3,32
No,Human Resou,Asia,02/28/13,C,3,6,28
No,Human Resou,Asia,03/31/13,C,3,9,25
No,Human Resou,Asia,04/30/13,C,4,13,28
No,Human Resou,Asia,05/31/13,C,4,17,25
No,Human Resou,Asia,06/30/13,C,5,22,28
No,Human Resou,Asia,07/31/13,C,5,27,25
No,Human Resou,Asia,08/31/13,C,4,31,25
No,Human Resou,Asia,09/30/13,C,4,35,28
No,Human Resou,Asia,10/31/13,C,4,39,28
No,Human Resou,Asia,11/30/13,C,3,42,25
No,Human Resou,Asia,12/31/13,C,3,45,25
No,Human Resou,Europe,01/31/10,C,2,2,12
No,Human Resou,Europe,02/28/10,C,2,4,12
No,Human Resou,Europe,03/31/10,C,2,6,12
No,Human Resou,Europe,04/30/10,C,5,11,25
No,Human Resou,Europe,05/31/10,C,6,17,32
No,Human Resou,Europe,06/30/10,C,7,24,32
No,Human Resou,Europe,07/31/10,C,8,32,32
No,Human Resou,Europe,08/31/10,C,6,38,30
No,Human Resou,Europe,09/30/10,C,5,43,28
No,Human Resou,Europe,10/31/10,C,5,48,30
No,Human Resou,Europe,11/30/10,C,5,53,30
No,Human Resou,Europe,12/31/10,C,3,56,30
No,Human Resou,Europe,01/31/11,C,4,4,35
No,Human Resou,Europe,02/28/11,C,3,7,23
No,Human Resou,Europe,03/31/11,C,3,10,23
No,Human Resou,Europe,04/30/11,C,4,14,21
No,Human Resou,Europe,05/31/11,C,4,18,21
No,Human Resou,Europe,06/30/11,C,4,22,21
No,Human Resou,Europe,07/31/11,C,5,27,21
No,Human Resou,Europe,08/31/11,C,4,31,23
No,Human Resou,Europe,09/30/11,C,4,35,21
No,Human Resou,Europe,10/31/11,C,3,38,21
No,Human Resou,Europe,11/30/11,C,3,41,21
No,Human Resou,Europe,12/31/11,C,2,43,18
No,Human Resou,Europe,01/31/12,C,3,3,21
No,Human Resou,Europe,02/28/12,C,3,6,16
No,Human Resou,Europe,03/31/12,C,4,10,21
No,Human Resou,Europe,04/30/12,C,5,15,21
No,Human Resou,Europe,05/31/12,C,5,20,21
No,Human Resou,Europe,06/30/12,C,6,26,21
No,Human Resou,Europe,07/31/12,C,4,30,12
No,Human Resou,Europe,08/31/12,C,2,32,7
No,Human Resou,Europe,09/30/12,C,2,34,7
No,Human Resou,Europe,10/31/12,C,2,36,7
No,Human Resou,Europe,11/30/12,C,2,38,9
No,Human Resou,Europe,12/31/12,C,2,40,9
No,Manufacturi,Africa,01/31/13,C,6,6,69
No,Manufacturi,Africa,02/28/13,C,6,12,60
No,Manufacturi,Africa,03/31/13,C,5,17,48
No,Manufacturi,Africa,04/30/13,C,7,24,46
No,Manufacturi,Africa,05/31/13,C,7,31,51
No,Manufacturi,Africa,06/30/13,C,8,39,46
No,Manufacturi,Africa,07/31/13,C,8,47,41
No,Manufacturi,Africa,08/31/13,C,6,53,39
No,Manufacturi,Africa,09/30/13,C,6,59,39
No,Manufacturi,Africa,10/31/13,C,5,64,39
No,Manufacturi,Africa,11/30/13,C,5,69,39
No,Manufacturi,Africa,12/31/13,C,4,73,39
No,Manufacturi,North America,01/31/10,C,9,9,85
No,Manufacturi,North America,02/28/10,C,11,20,97
No,Manufacturi,North America,03/31/10,C,12,32,97
No,Manufacturi,North America,04/30/10,C,16,48,92
No,Manufacturi,North America,05/31/10,C,14,62,87
No,Manufacturi,North America,06/30/10,C,17,79,85
No,Manufacturi,North America,07/31/10,C,19,98,85
No,Manufacturi,North America,08/31/10,C,15,113,87
No,Manufacturi,North America,09/30/10,C,17,130,94
No,Manufacturi,North America,10/31/10,C,15,145,101
No,Manufacturi,North America,11/30/10,C,13,158,94
No,Manufacturi,North America,12/31/10,C,11,169,110
No,Manufacturi,North America,01/31/11,C,6,6,60
No,Manufacturi,North America,02/28/11,C,6,12,55
No,Manufacturi,North America,03/31/11,C,7,19,58
No,Manufacturi,North America,04/30/11,C,9,28,53
No,Manufacturi,North America,05/31/11,C,9,37,55
No,Manufacturi,North America,06/30/11,C,13,50,67
No,Manufacturi,North America,07/31/11,C,13,63,62
No,Manufacturi,North America,08/31/11,C,12,75,69
No,Manufacturi,North America,09/30/11,C,11,86,67
No,Manufacturi,North America,10/31/11,C,10,96,67
No,Manufacturi,North America,11/30/11,C,9,105,67
No,Manufacturi,North America,12/31/11,C,6,111,64
No,Manufacturi,North America,01/31/12,C,10,10,71
No,Manufacturi,North America,02/28/12,C,10,20,64
No,Manufacturi,North America,03/31/12,C,13,33,74
No,Manufacturi,North America,04/30/12,C,11,44,46
No,Manufacturi,North America,05/31/12,C,10,54,44
No,Manufacturi,North America,06/30/12,C,11,65,39
No,Manufacturi,North America,07/31/12,C,9,74,28
No,Manufacturi,North America,08/31/12,C,6,80,25
No,Manufacturi,North America,09/30/12,C,6,86,25
No,Manufacturi,North America,10/31/12,C,5,91,25
No,Manufacturi,North America,11/30/12,C,5,96,25
No,Manufacturi,North America,12/31/12,C,3,99,21
No,Manufacturi,North America,01/31/13,C,1,1,12
No,Manufacturi,North America,02/28/13,C,2,3,12
No,Manufacturi,North America,03/31/13,C,1,4,9
No,Manufacturi,North America,04/30/13,C,2,6,9
No,Manufacturi,North America,05/31/13,C,1,7,7
No,Manufacturi,North America,06/30/13,C,1,8,5
No,Manufacturi,North America,07/31/13,C,1,9,2
No,Manufacturi,North America,08/31/13,C,1,10,7
No,Manufacturi,North America,09/30/13,C,1,11,2
No,Manufacturi,North America,10/31/13,C,1,12,2
No,Manufacturi,North America,11/30/13,C,1,13,5
No,Manufacturi,North America,12/31/13,C,1,14,5
No,Manufacturi,South America,01/31/10,C,33,33,331
No,Manufacturi,South America,02/28/10,C,41,74,366
No,Manufacturi,South America,03/31/10,C,45,119,366
No,Manufacturi,South America,04/30/10,C,63,182,366
No,Manufacturi,South America,05/31/10,C,58,240,366
No,Manufacturi,South America,06/30/10,C,71,311,361
No,Manufacturi,South America,07/31/10,C,71,382,324
No,Manufacturi,South America,08/31/10,C,56,438,324
No,Manufacturi,South America,09/30/10,C,55,493,322
No,Manufacturi,South America,10/31/10,C,48,541,324
No,Manufacturi,South America,11/30/10,C,44,585,324
No,Manufacturi,South America,12/31/10,C,32,617,322
No,Manufacturi,South America,01/31/11,C,31,31,331
No,Manufacturi,South America,02/28/11,C,33,64,313
No,Manufacturi,South America,03/31/11,C,36,100,311
No,Manufacturi,South America,04/30/11,C,50,150,311
No,Manufacturi,South America,05/31/11,C,46,196,301
No,Manufacturi,South America,06/30/11,C,56,252,301
No,Manufacturi,South America,07/31/11,C,66,318,315
No,Manufacturi,South America,08/31/11,C,51,369,313
No,Manufacturi,South America,09/30/11,C,50,419,308
No,Manufacturi,South America,10/31/11,C,42,461,301
No,Manufacturi,South America,11/30/11,C,39,500,301
No,Manufacturi,South America,12/31/11,C,28,528,297
No,Manufacturi,South America,01/31/12,C,41,41,304
No,Manufacturi,South America,02/28/12,C,45,86,299
No,Manufacturi,South America,03/31/12,C,49,135,292
No,Manufacturi,South America,04/30/12,C,1,136,2
No,Manufacturi,South America,05/31/12,C,1,137,2
No,Manufacturi,South America,06/30/12,C,1,138,2
No,Manufacturi,South America,07/31/12,C,1,139,2
No,Manufacturi,South America,08/31/12,C,1,140,2
No,Manufacturi,South America,09/30/12,C,1,141,2
No,Manufacturi,South America,10/31/12,C,1,142,2
No,Manufacturi,South America,11/30/12,C,1,143,2
No,Manufacturi,South America,12/31/12,C,1,144,2
No,Manufacturi,South America,01/31/13,C,1,1,5
No,Manufacturi,South America,02/28/13,C,1,2,5
No,Manufacturi,South America,03/31/13,C,1,3,2
No,Manufacturi,South America,04/30/13,C,1,4,2
No,Manufacturi,South America,05/31/13,C,1,5,2
No,Manufacturi,South America,06/30/13,C,1,6,2
No,Manufacturi,South America,07/31/13,C,1,7,2
No,Manufacturi,South America,08/31/13,C,1,8,2
No,Manufacturi,South America,09/30/13,C,1,9,2
No,Manufacturi,South America,10/31/13,C,1,10,2
No,Manufacturi,South America,11/30/13,C,1,11,2
No,Manufacturi,South America,12/31/13,C,1,12,2
No,Manufacturi,Asia,01/31/10,C,5,5,41
No,Manufacturi,Asia,02/28/10,C,6,11,46
No,Manufacturi,Asia,03/31/10,C,6,17,48
No,Manufacturi,Asia,04/30/10,C,9,26,51
No,Manufacturi,Asia,05/31/10,C,8,34,51
No,Manufacturi,Asia,06/30/10,C,11,45,53
No,Manufacturi,Asia,07/31/10,C,12,57,53
No,Manufacturi,Asia,08/31/10,C,4,61,23
No,Manufacturi,Asia,09/30/10,C,5,66,25
No,Manufacturi,Asia,10/31/10,C,4,70,25
No,Manufacturi,Asia,11/30/10,C,4,74,28
No,Manufacturi,Asia,12/31/10,C,3,77,25
No,Manufacturi,Asia,01/31/11,C,7,7,67
No,Manufacturi,Asia,02/28/11,C,6,13,58
No,Manufacturi,Asia,03/31/11,C,7,20,55
No,Manufacturi,Asia,04/30/11,C,16,36,97
No,Manufacturi,Asia,05/31/11,C,8,44,48
No,Manufacturi,Asia,06/30/11,C,9,53,48
No,Manufacturi,Asia,07/31/11,C,11,64,53
No,Manufacturi,Asia,08/31/11,C,11,75,64
No,Manufacturi,Asia,09/30/11,C,10,85,62
No,Manufacturi,Asia,10/31/11,C,8,93,58
No,Manufacturi,Asia,11/30/11,C,8,101,58
No,Manufacturi,Asia,12/31/11,C,6,107,58
No,Manufacturi,Asia,01/31/12,C,11,11,76
No,Manufacturi,Asia,02/28/12,C,12,23,78
No,Manufacturi,Asia,03/31/12,C,1,24,2
No,Manufacturi,Asia,04/30/12,C,1,25,2
No,Manufacturi,Asia,05/31/12,C,1,26,2
No,Manufacturi,Asia,06/30/12,C,1,27,2
No,Manufacturi,Asia,07/31/12,C,1,28,2
No,Manufacturi,Asia,08/31/12,C,1,29,2
No,Manufacturi,Asia,09/30/12,C,2,31,5
No,Manufacturi,Asia,10/31/12,C,1,32,2
No,Manufacturi,Asia,11/30/12,C,1,33,2
No,Manufacturi,Asia,12/31/12,C,1,34,2
No,Manufacturi,Asia,01/31/13,C,1,1,5
No,Manufacturi,Asia,02/28/13,C,1,2,5
No,Manufacturi,Asia,03/31/13,C,1,3,2
No,Manufacturi,Asia,04/30/13,C,1,4,2
No,Manufacturi,Asia,05/31/13,C,1,5,2
No,Manufacturi,Asia,06/30/13,C,1,6,2
No,Manufacturi,Asia,07/31/13,C,1,7,2
No,Manufacturi,Asia,08/31/13,C,1,8,2
No,Manufacturi,Asia,09/30/13,C,1,9,2
No,Manufacturi,Asia,10/31/13,C,1,10,2
No,Manufacturi,Asia,11/30/13,C,1,11,2
No,Manufacturi,Asia,12/31/13,C,1,12,2
No,Manufacturi,Europe,01/31/10,C,6,6,60
No,Manufacturi,Europe,02/28/10,C,8,14,69
No,Manufacturi,Europe,03/31/10,C,9,23,69
No,Manufacturi,Europe,04/30/10,C,13,36,71
No,Manufacturi,Europe,05/31/10,C,13,49,81
No,Manufacturi,Europe,06/30/10,C,17,66,87
No,Manufacturi,Europe,07/31/10,C,21,87,92
No,Manufacturi,Europe,08/31/10,C,17,104,94
No,Manufacturi,Europe,09/30/10,C,20,124,115
No,Manufacturi,Europe,10/31/10,C,17,141,115
No,Manufacturi,Europe,11/30/10,C,16,157,113
No,Manufacturi,Europe,12/31/10,C,12,169,113
No,Manufacturi,Europe,01/31/11,C,9,9,90
No,Manufacturi,Europe,02/28/11,C,10,19,92
No,Manufacturi,Europe,03/31/11,C,11,30,94
No,Manufacturi,Europe,04/30/11,C,15,45,92
No,Manufacturi,Europe,05/31/11,C,13,58,85
No,Manufacturi,Europe,06/30/11,C,18,76,97
No,Manufacturi,Europe,07/31/11,C,19,95,87
No,Manufacturi,Europe,08/31/11,C,15,110,87
No,Manufacturi,Europe,09/30/11,C,15,125,90
No,Manufacturi,Europe,10/31/11,C,13,138,92
No,Manufacturi,Europe,11/30/11,C,12,150,87
No,Manufacturi,Europe,12/31/11,C,8,158,83
No,Manufacturi,Europe,01/31/12,C,9,9,67
No,Manufacturi,Europe,02/28/12,C,9,18,58
No,Manufacturi,Europe,03/31/12,C,12,30,67
No,Manufacturi,Europe,04/30/12,C,12,42,51
No,Manufacturi,Europe,05/31/12,C,11,53,48
No,Manufacturi,Europe,06/30/12,C,13,66,48
No,Manufacturi,Europe,07/31/12,C,11,77,37
No,Manufacturi,Europe,08/31/12,C,9,86,37
No,Manufacturi,Europe,09/30/12,C,10,96,41
No,Manufacturi,Europe,10/31/12,C,8,104,39
No,Manufacturi,Europe,11/30/12,C,8,112,41
No,Manufacturi,Europe,12/31/12,C,6,118,39
No,Marketing,Africa,01/31/13,C,1,1,12
No,Marketing,Africa,02/28/13,C,1,2,9
No,Marketing,Africa,03/31/13,C,1,3,9
No,Marketing,Africa,04/30/13,C,1,4,7
No,Marketing,Africa,05/31/13,C,1,5,5
No,Marketing,Africa,06/30/13,C,1,6,5
No,Marketing,Africa,07/31/13,C,2,8,7
No,Marketing,Africa,08/31/13,C,1,9,5
No,Marketing,Africa,09/30/13,C,1,10,2
No,Marketing,Africa,10/31/13,C,1,11,2
No,Marketing,Africa,11/30/13,C,1,12,2
No,Marketing,Africa,12/31/13,C,1,13,2
No,Marketing,North America,01/31/10,C,14,14,140
No,Marketing,North America,02/28/10,C,15,29,133
No,Marketing,North America,03/31/10,C,15,44,120
No,Marketing,North America,04/30/10,C,19,63,110
No,Marketing,North America,05/31/10,C,20,83,127
No,Marketing,North America,06/30/10,C,24,107,122
No,Marketing,North America,07/31/10,C,25,132,110
No,Marketing,North America,08/31/10,C,18,150,104
No,Marketing,North America,09/30/10,C,18,168,106
No,Marketing,North America,10/31/10,C,16,184,108
No,Marketing,North America,11/30/10,C,14,198,101
No,Marketing,North America,12/31/10,C,10,208,101
No,Marketing,North America,01/31/11,C,5,5,46
No,Marketing,North America,02/28/11,C,5,10,39
No,Marketing,North America,03/31/11,C,6,16,48
No,Marketing,North America,04/30/11,C,9,25,53
No,Marketing,North America,05/31/11,C,6,31,39
No,Marketing,North America,06/30/11,C,6,37,28
No,Marketing,North America,07/31/11,C,5,42,23
No,Marketing,North America,08/31/11,C,4,46,23
No,Marketing,North America,09/30/11,C,4,50,23
No,Marketing,North America,10/31/11,C,4,54,25
No,Marketing,North America,11/30/11,C,4,58,25
No,Marketing,North America,12/31/11,C,4,62,37
No,Marketing,North America,01/31/12,C,6,6,39
No,Marketing,North America,02/28/12,C,7,13,41
No,Marketing,North America,03/31/12,C,7,20,41
No,Marketing,North America,04/30/12,C,10,30,41
No,Marketing,North America,05/31/12,C,9,39,41
No,Marketing,North America,06/30/12,C,10,49,37
No,Marketing,North America,07/31/12,C,11,60,37
No,Marketing,North America,08/31/12,C,9,69,39
No,Marketing,North America,09/30/12,C,8,77,35
No,Marketing,North America,10/31/12,C,6,83,28
No,Marketing,North America,11/30/12,C,6,89,28
No,Marketing,North America,12/31/12,C,4,93,25
No,Marketing,North America,01/31/13,C,2,2,18
No,Marketing,North America,02/28/13,C,2,4,18
No,Marketing,North America,03/31/13,C,2,6,16
No,Marketing,North America,04/30/13,C,2,8,9
No,Marketing,North America,05/31/13,C,2,10,9
No,Marketing,North America,06/30/13,C,2,12,7
No,Marketing,North America,07/31/13,C,1,13,5
No,Marketing,North America,08/31/13,C,1,14,5
No,Marketing,North America,09/30/13,C,1,15,5
No,Marketing,North America,10/31/13,C,1,16,5
No,Marketing,North America,11/30/13,C,1,17,5
No,Marketing,North America,12/31/13,C,1,18,5
No,Marketing,South America,01/31/10,C,13,13,124
No,Marketing,South America,02/28/10,C,13,26,115
No,Marketing,South America,03/31/10,C,14,40,113
No,Marketing,South America,04/30/10,C,20,60,113
No,Marketing,South America,05/31/10,C,18,78,108
No,Marketing,South America,06/30/10,C,21,99,108
No,Marketing,South America,07/31/10,C,22,121,99
No,Marketing,South America,08/31/10,C,17,138,99
No,Marketing,South America,09/30/10,C,17,155,99
No,Marketing,South America,10/31/10,C,15,170,99
No,Marketing,South America,11/30/10,C,13,183,97
No,Marketing,South America,12/31/10,C,10,193,97
No,Marketing,South America,01/31/11,C,6,6,55
No,Marketing,South America,02/28/11,C,6,12,55
No,Marketing,South America,03/31/11,C,7,19,55
No,Marketing,South America,04/30/11,C,10,29,58
No,Marketing,South America,05/31/11,C,8,37,53
No,Marketing,South America,06/30/11,C,10,47,53
No,Marketing,South America,07/31/11,C,10,57,48
No,Marketing,South America,08/31/11,C,8,65,48
No,Marketing,South America,09/30/11,C,8,73,48
No,Marketing,South America,10/31/11,C,7,80,46
No,Marketing,South America,11/30/11,C,6,86,46
No,Marketing,South America,12/31/11,C,6,92,60
No,Marketing,South America,01/31/12,C,7,7,46
No,Marketing,South America,02/28/12,C,7,14,46
No,Marketing,South America,03/31/12,C,8,22,44
No,Marketing,South America,04/30/12,C,9,31,39
No,Marketing,South America,05/31/12,C,8,39,37
No,Marketing,South America,06/30/12,C,10,49,37
No,Marketing,South America,07/31/12,C,9,58,30
No,Marketing,South America,08/31/12,C,8,66,35
No,Marketing,South America,09/30/12,C,7,73,30
No,Marketing,South America,10/31/12,C,6,79,28
No,Marketing,South America,11/30/12,C,6,85,28
No,Marketing,South America,12/31/12,C,4,89,28
No,Marketing,South America,01/31/13,C,1,1,12
No,Marketing,South America,02/28/13,C,1,2,9
No,Marketing,South America,03/31/13,C,1,3,7
No,Marketing,South America,04/30/13,C,1,4,7
No,Marketing,South America,05/31/13,C,1,5,5
No,Marketing,South America,06/30/13,C,1,6,5
No,Marketing,South America,07/31/13,C,1,7,5
No,Marketing,South America,08/31/13,C,1,8,5
No,Marketing,South America,09/30/13,C,1,9,5
No,Marketing,South America,10/31/13,C,1,10,5
No,Marketing,South America,11/30/13,C,1,11,5
No,Marketing,South America,12/31/13,C,1,12,2
No,Marketing,Asia,01/31/10,C,11,11,106
No,Marketing,Asia,02/28/10,C,13,24,110
No,Marketing,Asia,03/31/10,C,12,36,97
No,Marketing,Asia,04/30/10,C,16,52,92
No,Marketing,Asia,05/31/10,C,15,67,90
No,Marketing,Asia,06/30/10,C,17,84,83
No,Marketing,Asia,07/31/10,C,18,102,81
No,Marketing,Asia,08/31/10,C,14,116,81
No,Marketing,Asia,09/30/10,C,14,130,81
No,Marketing,Asia,10/31/10,C,11,141,74
No,Marketing,Asia,11/30/10,C,11,152,76
No,Marketing,Asia,12/31/10,C,8,160,76
No,Marketing,Asia,01/31/11,C,4,4,35
No,Marketing,Asia,02/28/11,C,4,8,35
No,Marketing,Asia,03/31/11,C,4,12,35
No,Marketing,Asia,04/30/11,C,6,18,32
No,Marketing,Asia,05/31/11,C,5,23,32
No,Marketing,Asia,06/30/11,C,6,29,30
No,Marketing,Asia,07/31/11,C,7,36,32
No,Marketing,Asia,08/31/11,C,6,42,35
No,Marketing,Asia,09/30/11,C,6,48,35
No,Marketing,Asia,10/31/11,C,5,53,32
No,Marketing,Asia,11/30/11,C,5,58,32
No,Marketing,Asia,12/31/11,C,21,79,219
No,Marketing,Asia,01/31/12,C,32,32,239
No,Marketing,Asia,02/28/12,C,37,69,244
